Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2010-03-02 00:00:00-05:00,41.08533826252034,41.29949210605074,40.89714073523505,41.169700622558594,9014000,0.0,0.0
2010-03-03 00:00:00-05:00,41.26704597346377,41.370878667960696,41.026933331608404,41.14374542236328,9360400,0.0,0.0
2010-03-04 00:00:00-05:00,41.22810767483842,41.338431304953716,41.12427498061816,41.254066467285156,8067200,0.0,0.0
2010-03-05 00:00:00-05:00,41.312470834759694,41.57854225761656,41.241085396213556,41.55907440185547,10633600,0.0,0.0
2010-03-08 00:00:00-05:00,41.585050450158214,41.799206854666984,41.546109771343275,41.66292190551758,33380500,0.0,0.0
2010-03-09 00:00:00-05:00,41.89003977367647,41.89003977367647,41.59151616981848,41.70832824707031,8827100,0.0,0.0
2010-03-10 00:00:00-05:00,41.851110136583856,41.896536792416654,41.63046779429143,41.72132110595703,8436600,0.0,0.0
2010-03-11 00:00:00-05:00,41.6304690337327,41.67589569091797,41.27354176218112,41.67589569091797,9957800,0.0,0.0
2010-03-12 00:00:00-05:00,41.70184663109929,41.70184663109929,41.435772724048576,41.64992904663086,8223000,0.0,0.0
2010-03-15 00:00:00-04:00,41.62398708447087,41.903038024902344,41.578560417476695,41.903038024902344,7444700,0.0,0.0
2010-03-16 00:00:00-04:00,41.98738490871617,42.00036678085302,41.6823802293699,41.8770637512207,8882000,0.0,0.0
2010-03-17 00:00:00-04:00,42.000367446830616,42.01334436803969,41.844619636653654,41.95494079589844,8060700,0.0,0.0
2010-03-18 00:00:00-04:00,41.90951647778574,42.279420642004595,41.77323651740341,42.221012115478516,11742100,0.0,0.0
2010-03-19 00:00:00-04:00,42.25346374511719,42.500064881962935,42.05877524946299,42.25346374511719,23117600,0.0,0.0
2010-03-22 00:00:00-04:00,42.22750708474511,42.46762224804533,42.169103503775375,42.24697494506836,8803800,0.0,0.0
2010-03-23 00:00:00-04:00,42.298875495032554,42.435155413513534,42.09770108457953,42.415687561035156,9453900,0.0,0.0
2010-03-24 00:00:00-04:00,42.38324964293872,42.38324964293872,42.01983642578125,42.01983642578125,9312500,0.0,0.0
2010-03-25 00:00:00-04:00,42.208047768064105,42.34432776904663,41.87707922217204,41.903038024902344,10496600,0.0,0.0
2010-03-26 00:00:00-04:00,41.9744164480165,42.00037524638886,41.74728315117646,41.779727935791016,9450400,0.0,0.0
2010-03-29 00:00:00-04:00,41.83164144413401,42.13665110628112,41.79270572594809,42.06526565551758,7812900,0.0,0.0
2010-03-30 00:00:00-04:00,42.14962464944791,42.16909745811376,41.89653259926206,42.11717987060547,8311600,0.0,0.0
2010-03-31 00:00:00-04:00,42.07823496176148,42.383244568702246,41.987381668349315,42.311859130859375,11939100,0.0,0.0
2010-04-01 00:00:00-04:00,42.42218468952406,42.6817626953125,42.33781738162303,42.6817626953125,10600600,0.0,0.0
2010-04-05 00:00:00-04:00,42.68175669262669,42.75963305409069,42.428664706784204,42.441646575927734,8617600,0.0,0.0
2010-04-06 00:00:00-04:00,42.26642387065274,42.474089206293606,42.18206153000031,42.383235931396484,8260100,0.0,0.0
2010-04-07 00:00:00-04:00,42.337806017915604,42.50004470355414,42.23397583369546,42.3248291015625,9409400,0.0,0.0
2010-04-08 00:00:00-04:00,42.30538360869646,42.30538360869646,42.03281870992054,42.136653900146484,8962600,0.0,0.0
2010-04-09 00:00:00-04:00,42.10419665212543,42.292394187476226,42.03930214538152,42.272926330566406,6972700,0.0,0.0
2010-04-12 00:00:00-04:00,42.25346374511719,42.318358259957215,42.13665163795149,42.25346374511719,8692200,0.0,0.0
2010-04-13 00:00:00-04:00,42.2210058441911,42.73368082917487,42.12366656632906,42.62335968017578,12481600,0.0,0.0
2010-04-14 00:00:00-04:00,42.46112150880075,42.571442659254565,42.29888277538047,42.500057220458984,10501900,0.0,0.0
2010-04-15 00:00:00-04:00,42.37027916485513,42.532517940206326,42.2664439720858,42.5130500793457,8656900,0.0,0.0
2010-04-16 00:00:00-04:00,42.402714674872,42.60389407907675,42.110686923566305,42.19504928588867,15742500,0.0,0.0
2010-04-19 00:00:00-04:00,42.22101105226263,42.895924851779725,42.22101105226263,42.85049819946289,14626300,0.0,0.0
2010-04-20 00:00:00-04:00,42.85049416177003,42.96081531398224,42.655810649242596,42.82453536987305,11916400,0.0,0.0
2010-04-21 00:00:00-04:00,42.81805526410428,42.81805526410428,42.22750380741598,42.4351692199707,13355700,0.0,0.0
2010-04-22 00:00:00-04:00,42.29889732299552,42.33783304804469,41.74728642988087,42.03931427001953,19583000,0.0,0.0
2010-04-23 00:00:00-04:00,41.993881968791435,42.208038330078125,41.747280824698265,42.208038330078125,11674900,0.0,0.0
2010-04-26 00:00:00-04:00,42.1755782679873,42.3118582051239,42.000362620563976,42.02632141113281,9281500,0.0,0.0
2010-04-27 00:00:00-04:00,41.90302221193659,42.10419666825986,41.66939802666218,41.71482467651367,11862200,0.0,0.0
2010-04-28 00:00:00-04:00,41.81215614595619,42.09120689588105,41.69534408898457,41.93545913696289,12476600,0.0,0.0
2010-04-29 00:00:00-04:00,42.0847329333274,42.402719513433034,42.0847329333274,42.188568115234375,7930100,0.0,0.0
2010-04-30 00:00:00-04:00,42.266434947607515,42.402714895668694,41.727806091308594,41.727806091308594,14255900,0.0,0.0
2010-05-03 00:00:00-04:00,42.28590763518554,42.584426323108694,41.883553776958635,42.3962287902832,15310500,0.0,0.0
2010-05-04 00:00:00-04:00,42.22750375520756,42.36378371785929,41.79919600846409,41.987388610839844,14895700,0.0,0.0
2010-05-05 00:00:00-04:00,41.90951313189369,42.37027056624902,41.818659832225514,42.272926330566406,13143700,0.0,0.0
2010-05-06 00:00:00-04:00,42.20803115984838,42.246966873055534,38.95676542644893,41.14374542236328,24410000,0.0,0.0
2010-05-07 00:00:00-04:00,41.05290029977374,41.273545142272056,40.293623988438775,41.085350036621094,20467100,0.0,0.0
2010-05-10 00:00:00-04:00,42.12367160275981,42.41569937352796,41.533120173745175,42.01983642578125,18445400,0.0,0.0
2010-05-11 00:00:00-04:00,41.68237398708852,42.24047062705471,41.64992426273956,41.96791076660156,10879000,0.0,0.0
2010-05-12 00:00:00-04:00,42.084730140629375,42.2145241094001,41.85110594797572,42.11717987060547,11036800,0.0,0.0
2010-05-13 00:00:00-04:00,42.078231907575535,42.285902221596366,41.86408056072395,41.96791076660156,12337000,0.0,0.0
2010-05-14 00:00:00-04:00,41.99388198164857,42.04579957551595,41.15024088584065,41.51365661621094,12505100,0.0,0.0
2010-05-17 00:00:00-04:00,41.572055593815875,41.68886769151892,41.013956374927474,41.45524597167969,10260800,0.0,0.0
2010-05-18 00:00:00-04:00,41.16970366452699,41.24758004571644,40.7868201214961,40.86469650268555,18480900,0.0,0.0
2010-05-19 00:00:00-04:00,40.6829787459646,40.85819685292306,40.267648037129575,40.37797164916992,18863200,0.0,0.0
2010-05-20 00:00:00-04:00,40.1184008068423,40.13138020485014,39.294227600097656,39.294227600097656,24098700,0.0,0.0
2010-05-21 00:00:00-04:00,38.79454014554088,39.56030746146037,38.619321948620225,39.508392333984375,21813000,0.0,0.0
2010-05-24 00:00:00-04:00,39.33965245594724,39.87828630858357,39.07358099787435,39.30720520019531,13993300,0.0,0.0
2010-05-25 00:00:00-04:00,38.749113052240396,39.20338217157872,38.385699737223774,39.16444396972656,21179000,0.0,0.0
2010-05-26 00:00:00-04:00,39.475930489386336,39.475930489386336,38.71016345630377,38.716651916503906,18914100,0.0,0.0
2010-05-27 00:00:00-04:00,39.12269105858968,39.22092195830809,38.44816022259703,38.65772247314453,29926600,0.54,0.0
2010-05-28 00:00:00-04:00,38.45470130281976,38.71665280461704,38.107611878125084,38.179649353027344,26815900,0.0,0.0
2010-06-01 00:00:00-04:00,38.12071110766938,38.90657063579983,37.68848874192442,38.48089599609375,19508400,0.0,0.0
2010-06-02 00:00:00-04:00,38.68391980301195,39.11614227294922,38.43506368450893,39.11614227294922,15581800,0.0,0.0
2010-06-03 00:00:00-04:00,39.22092684296725,39.39119775410493,38.99826661175756,39.14234161376953,14254200,0.0,0.0
2010-06-04 00:00:00-04:00,38.61186192429397,38.65770348795178,37.826002621594824,37.989723205566406,21785400,0.0,0.0
2010-06-07 00:00:00-04:00,38.094513639783614,38.34336968805793,37.983184814453125,37.983184814453125,13843300,0.0,0.0
2010-06-08 00:00:00-04:00,38.08142595720194,38.44815863139303,37.89805712192741,38.40231704711914,14941500,0.0,0.0
2010-06-09 00:00:00-04:00,38.5071011723781,38.598784348078986,37.94390166658215,38.09452438354492,13173000,0.0,0.0
2010-06-10 00:00:00-04:00,38.45469810677549,38.72319981025464,38.212389802574144,38.31062316894531,16995200,0.0,0.0
2010-06-11 00:00:00-04:00,38.09451113169102,38.29752559167735,37.94388846712503,38.284427642822266,14713000,0.0,0.0
2010-06-14 00:00:00-04:00,38.44159707129224,38.703548530284245,38.23203490482741,38.25822830200195,10524000,0.0,0.0
