Price,Close,High,Low,Open,Volume
Ticker,PG,PG,PG,PG,PG
Date,,,,,
2010-03-02,41.14719009399414,41.2505262144004,40.908225777503546,41.15364998736622,8004000
2010-03-03,41.04384994506836,41.26989938008257,40.966348478302415,41.114893982823475,8608300
2010-03-04,41.12134552001953,41.43135627011977,40.953425288798186,41.1084306638483,8600300
2010-03-05,41.13426208496094,41.19238879157204,40.72091771071606,41.13426208496094,10101100
2010-03-08,40.81135559082031,41.12136401663721,40.708019448881345,41.04386252611497,11293300
2010-03-09,40.882389068603516,41.01155982852544,40.72092623463294,40.740303450043996,7100900
2010-03-10,40.695091247558594,40.87593129541891,40.59821502622761,40.83717932865013,9813200
2010-03-11,40.79841995239258,40.804879844211165,40.37215825025956,40.53362105354823,10047900
2010-03-12,40.89530944824219,41.043854970952886,40.72738917239934,40.90176934177125,8099000
2010-03-15,41.14073944091797,41.14073944091797,40.81135380905505,40.81135380905505,7674900
2010-03-16,41.03093719482422,41.26990397821203,40.95989314915366,41.15365053324701,8939300
2010-03-17,41.340946197509766,41.35386105639978,40.927599264935395,41.192398219273464,10135400
2010-03-18,41.160099029541016,41.41843804604948,41.108432211730104,41.2698950209455,8867400
2010-03-19,41.23115158081055,41.334487701515236,41.02447933940117,41.23115158081055,17458100
2010-03-22,41.25698471069336,41.39907033161089,41.024477831720745,41.024477831720745,9648000
2010-03-23,41.67678451538086,41.70907905207145,41.11489456189142,41.28927471236619,11807900
2010-03-24,41.082603454589844,41.592826596076364,40.9986420919298,41.54761720011956,11732100
2010-03-25,41.08906173706055,41.41198987217193,41.06322955578261,41.29573396964814,8203200
2010-03-26,41.13426208496094,41.28926745716617,40.94696710919341,41.12780465699384,10630300
2010-03-29,41.160099029541016,41.360313799909804,41.06968025057671,41.160099029541016,8176700
2010-03-30,41.114891052246094,41.31510582949173,41.01801237789856,41.160100443281074,6113600
2010-03-31,40.86301803588867,41.121357115516794,40.80489131182002,41.03093831446057,8193800
2010-04-01,40.92115020751953,41.1407398094861,40.81781406916632,40.992194264586345,10554900
2010-04-05,41.17948532104492,41.263446695215215,40.882394260107134,40.94052098626693,8579800
2010-04-06,40.75967025756836,41.06967854272321,40.695083658331825,41.06322111466298,11052300
2010-04-07,40.36570358276367,40.688629211425784,40.17840612684516,40.63050249971752,14043500
2010-04-08,40.40446472167969,40.59175975640903,40.12028852713053,40.3334206730424,8458800
2010-04-09,40.51424026489258,40.688620362091584,40.372152230791215,40.41090418474427,9146700
2010-04-12,40.494869232177734,40.67570677308409,40.30757179982375,40.333406438160864,9164400
2010-04-13,40.688629150390625,40.908218676100546,40.41737280531032,40.43028766235766,11229400
2010-04-14,40.81135559082031,40.83719024223704,40.501347165003416,40.63697538934932,7685600
2010-04-15,40.688629150390625,40.77904793208406,40.50779158700376,40.70800389968864,11314800
2010-04-16,40.59176254272461,41.005109539194,40.449676899424524,40.559470463053124,12568700
2010-04-19,40.830726623535156,40.85010137729757,40.49488359719702,40.57238507597425,9548900
2010-04-20,40.81135559082031,41.005113012717835,40.708019448881345,40.99219568700947,11230400
2010-04-21,41.09553146362305,41.11490622014938,40.76614582030775,40.82427255361469,9858500
2010-04-22,41.06968688964844,41.16656557632926,40.837180012596335,41.01801759975804,8372900
2010-04-23,41.037391662597656,41.101975806271575,40.8178021248883,40.99863969815701,8452600
2010-04-26,41.29571533203125,41.334467282049616,40.9469576367709,40.97924969658975,9262400
2010-04-27,40.75967025756836,41.269893304766214,40.71446086996621,40.84363160471244,12849900
2010-04-28,41.11241912841797,41.30115807938166,40.61779556600781,40.77399391779914,13090000
2010-04-29,40.48112487792969,40.982258066104286,39.58949952159526,40.533189341762956,27302400
2010-04-30,40.455108642578125,41.00179940055985,40.422568028480704,40.6959121661267,15768900
2010-05-03,40.793514251708984,40.89764564966525,40.246823791766495,40.62429917834982,9756600
2010-05-04,40.162227630615234,40.695901506634655,40.06460581389309,40.546212734842776,11402600
2010-05-05,40.455108642578125,40.72194565048053,40.025566081498894,40.10366405187065,11611000
2010-05-06,39.537437438964844,40.787014516950066,25.622862053358133,40.29239087758649,28560400
2010-05-07,39.25108337402344,39.8303146698362,39.04932762088071,39.446329515589966,23976600
2010-05-10,40.624305725097656,40.80653756290469,39.804271144376685,40.07110804980933,16011300
2010-05-11,40.591773986816406,40.982268739363796,40.337953763139716,40.37700398320125,12397400
2010-05-12,41.01479721069336,41.086388018275876,40.416039760384784,40.422549369813325,11004800
2010-05-13,40.83908462524414,41.27513421759978,40.826067886006626,40.94321605645513,11157600
2010-05-14,40.70240783691406,41.13195025086371,40.448587658128666,40.845586986438036,14651600
2010-05-17,41.24909973144531,41.31418093943678,40.780507089302134,41.00829379996121,14659000
2010-05-18,41.13845443725586,41.620063767647025,41.08638997279364,41.26211219539493,15873100
