Price,Close,High,Low,Open,Volume
Ticker,JNJ,JNJ,JNJ,JNJ,JNJ
Date,,,,,
2010-05-14,41.5136604309082,42.04580343911193,41.15024466714358,41.99388584047383,12505100
2010-05-17,41.45525360107422,41.688875363909034,41.01396392310738,41.57206324470797,10260800
2010-05-18,40.86470413208008,41.24758774659491,40.7868277363512,41.16971135086603,18480900
2010-05-19,40.37798309326172,40.85820843312227,40.267659449953,40.68299027650277,18863200
2010-05-20,39.29423522949219,40.13138799678679,39.29423522949219,40.118408596258874,24098700
2010-05-21,39.50838851928711,39.56030364175048,38.61931821976635,38.794536399768965,21813000
2010-05-24,39.30720520019531,39.87828630858357,39.07358099787435,39.33965245594724,13993300
2010-05-25,39.164432525634766,39.203370716108935,38.38568852068583,38.74910172951085,21179000
2010-05-26,38.7166633605957,39.475942157910076,38.71017489847766,39.475942157910076,18914100
2010-05-27,38.65770721435547,39.22090647721566,38.44814504652537,39.12267561627048,29926600
2010-05-28,38.17963790893555,38.71664119956208,38.10760045562603,38.454689776283,26815900
2010-06-01,38.480892181396484,38.906566778904484,37.68848500578025,38.120707328678044,19508400
2010-06-02,39.11613464355469,39.11613464355469,38.43505618795515,38.68391225792011,15581800
2010-06-03,39.1423225402832,39.39117855935467,38.99824760847686,39.220907731187495,14254200
2010-06-04,37.98972702026367,38.657707369723575,37.82600641985227,38.61186580146263,21785400
2010-06-07,37.983177185058594,38.3433619863158,37.983177185058594,38.09450598802731,13843300
2010-06-08,38.40229797363281,38.44813953513831,37.898038298894576,38.081407043094316,14941500
2010-06-09,38.094505310058594,38.59876502211555,37.943882668510874,38.50708189231936,13173000
2010-06-10,38.310630798339844,38.72320752181202,38.21239741240593,38.45470576486192,16995200
2010-06-11,38.2844352722168,38.297533223682066,37.943896028656255,38.09451872323862,14713000
2010-06-14,38.25824737548828,38.70356782578319,38.232053965255126,38.44161623619634,10524000
2010-06-15,38.72974395751953,38.74284190503753,38.343363249361694,38.592219255847596,11103200
2010-06-16,38.79523849487305,39.01789863387056,38.49399066104463,38.80178622035311,8636300
2010-06-17,38.75594711303711,38.92621546631283,38.40886018241052,38.82143436471735,11723100
2010-06-18,38.75594711303711,38.82798458879248,38.539834685771,38.75594711303711,16838200
2010-06-21,38.72320556640625,39.16197567221596,38.585678333407714,38.96551140844775,12143600
2010-06-22,38.74285125732422,39.35189222395072,38.71665535596469,38.801790786293836,13823800
2010-06-23,38.79523849487305,38.91311504076268,38.44814908814911,38.742846698319106,12659500
2010-06-24,39.0309944152832,39.25365455616585,38.657711605300285,38.657711605300285,18216100
2010-06-25,38.44160079956055,39.207812076600405,38.39575922733654,39.20126435121626,45006900
2010-06-28,38.932769775390625,39.15542995191587,38.513645325032236,38.64461984213514,15834300
2010-06-29,38.79523849487305,38.91311504076268,38.428503413530564,38.62496765425111,20236500
2010-06-30,38.6773681640625,39.03755310288921,38.59878045152732,38.6642702119733,15802100
2010-07-01,38.68391799926758,38.80179707631577,38.40886848494116,38.68391799926758,17973500
2010-07-02,38.69046401977539,39.02445303632708,38.53983882800044,38.91312169869066,10534400
2010-07-06,38.69046401977539,39.03100076292744,38.42195976376366,38.965513504208694,15461100
2010-07-07,39.69244384765625,39.75138339503955,38.66427813077611,38.854194727697774,17280000
2010-07-08,40.19669723510742,40.425905160362795,39.71208298119446,39.90199954679407,15895900
2010-07-09,39.646583557128906,39.99367045126175,39.541802466550415,39.92818320646704,12174000
2010-07-12,39.430484771728516,39.64659725091638,39.33225387060786,39.60730339156065,10797200
2010-07-13,39.620399475097656,39.92164488807263,39.581105617596094,39.6793390122605,10924500
2010-07-14,39.698978424072266,39.738272275369944,39.32569558036947,39.397733058659234,9668500
2010-07-15,39.46322250366211,39.784116061629454,39.2274668773226,39.698980628180365,12839300
2010-07-16,38.926212310791016,39.4173741531127,38.801785543413715,39.2929473857354,17569900
2010-07-19,39.0113525390625,39.155427496655946,38.88037553199378,39.10958591890869,10277500
2010-07-20,38.36302185058594,38.48744863857136,37.98318876382193,38.277886417659744,22304800
2010-07-21,37.406890869140625,38.50709376218994,37.24317023027232,38.50709376218994,25707600
2010-07-22,37.341400146484375,37.73432864402151,37.23661904726258,37.609901869376394,17972900
2010-07-23,37.74087905883789,37.74742678461929,37.328302385612204,37.51166868563318,15076600
2010-07-26,37.81291198730469,37.989728042108254,37.64264115931716,37.75397246964411,11775200
2010-07-27,38.04866409301758,38.27132419520594,37.73432086019483,37.950433237985564,16964000
2010-07-28,37.87186050415039,38.14690998647211,37.75398144081858,38.074872503527246,13502100
2010-07-29,37.87186050415039,38.16000793775106,37.79327279647667,38.048676600969344,13031000
2010-07-30,38.0421257019043,38.21894428215627,37.50512223514434,37.74088034214697,12978000
2010-08-02,38.4547004699707,38.55948156805597,38.251685999477424,38.31062552328655,11455600
2010-08-03,38.86728286743164,39.03100352398894,38.44815838635358,38.47435429096571,10855100
2010-08-04,39.12268829345703,39.24711509024435,38.78869676275485,38.880379928616975,10508800
2010-08-05,39.135772705078125,39.2209081200057,38.972052098467195,38.985150046777456,9796700
2010-08-06,39.26675796508789,39.29295386722894,38.801791943888574,38.97861053607255,8524100
2010-08-09,39.32570266723633,39.45667969698662,39.1554342772863,39.292959034343525,6674700
2010-08-10,38.919681549072266,39.168537690472355,38.57259449529961,38.90658359445337,13550800
2010-08-11,38.310630798339844,38.605328457962834,38.17965378315421,38.58568028186878,11470100
2010-08-12,38.323726654052734,38.44815343767684,38.04867468738546,38.08142081302532,8240500
2010-08-13,38.08141326904297,38.3040733891201,38.02247375201732,38.3040733891201,8546700
2010-08-16,37.98972702026367,38.055216759335096,37.636092421990405,37.9766315706275,8751200
2010-08-17,38.78214645385742,38.9524148222399,38.31063020575402,38.592229909684804,13479100
2010-08-18,38.86728286743164,39.175078501176635,38.65772062689261,38.93932035602548,10534900
2010-08-19,38.4547004699707,38.75594581469355,38.245138273800166,38.74939559083785,11949700
2010-08-20,38.467803955078125,38.579132794861046,38.3040833096241,38.44160805224257,11286200
2010-08-23,38.552940368652344,38.86728373648948,38.51364900903459,38.62497785885692,8842900
2010-08-24,37.98972702026367,38.43504725323694,37.891496158923694,38.31062049626839,14930400
2010-08-25,37.9700813293457,38.11415625705535,37.87839819286797,37.98317927715368,11675000
2010-08-26,37.852203369140625,38.12725528454079,37.839105420961744,38.114157336361906,12834100
2010-08-27,38.07698440551758,38.26208257717481,37.67374067130151,37.977827102378185,11674800
2010-08-30,37.87864303588867,38.20917221163244,37.85220009661217,38.07696003698744,9240100
2010-08-31,37.693546295166016,37.9711895834496,37.68032482595193,37.845589408521896,14563100
2010-09-01,38.53310012817383,38.57937402090394,37.971198896577,38.12324204722423,11603700
2010-09-02,38.744632720947266,38.86362343313065,38.53970371180086,38.68513736485558,8079700
2010-09-03,38.956172943115234,39.00244683083653,38.671917620405715,38.903287059012186,7533400
2010-09-07,38.80411911010742,38.9826051371376,38.75784523514446,38.8702239252725,5625100
2010-09-08,38.90330123901367,39.02229199987915,38.619045812694885,38.619045812694885,8412500
2010-09-09,39.54451370239258,39.68333536263637,39.17432008667142,39.26025838566231,14077700
2010-09-10,39.6502799987793,39.66350146854398,39.511458348856394,39.62383705924993,8358800
2010-09-13,39.875038146972656,39.91470255448185,39.61061380705282,39.70316409124094,10706600
2010-09-14,40.04691696166992,40.30472932053893,39.82876649078843,39.94775719822606,9912900
2010-09-15,40.357627868652344,40.42373524307627,39.99404613540545,40.1064248893184,9111500
2010-09-16,40.516273498535156,40.58237833564407,40.16591080099178,40.20557521629987,10496300
2010-09-17,40.70136260986328,40.80052237155065,40.41049784224448,40.714584079537424,12240600
2010-09-20,41.04511260986328,41.13766037438753,40.66169756056288,40.754247846824576,10991500
2010-09-21,40.94595718383789,41.1376647287802,40.853409409517525,40.89307382211385,9449200
2010-09-22,40.96579360961914,41.31615378677486,40.919519719116984,40.97240308466035,9353300
2010-09-23,40.86001968383789,40.98561986915978,40.701364561876595,40.741028972801324,8393800
2010-09-24,41.07817840576172,41.25005504307842,40.87325186661879,40.97240913731232,12636900
2010-09-27,41.00546646118164,41.19717407119916,40.93936160615284,41.13106921617036,7687600
2010-09-28,41.26988983154297,41.38226858646275,40.780705343377115,40.9591914733131,12132800
2010-09-29,41.190555572509766,41.349208198524956,41.07156484212936,41.190555572509766,9590000
2010-09-30,40.95918273925781,41.448367123110955,40.68814886383239,41.30954544778676,12845600
2010-10-01,40.82036209106445,41.150891338765376,40.701371360153075,41.045122080370604,9773200
2010-10-04,40.7674674987793,40.972396496435444,40.5228766137776,40.68153172837228,8703600
2010-10-05,41.51447677612305,41.60702457040394,40.99223991212287,41.03851633100158,12439400
2010-10-06,41.78551483154297,41.81856725824792,41.31616381581258,41.57397627454509,11339800
2010-10-07,41.792118072509766,41.97721364066204,41.64668439939699,41.83839196454784,9826600
2010-10-08,41.79874038696289,41.90450967578702,41.666528145498035,41.897900198496224,7354800
2010-10-11,41.845001220703125,41.85161321766707,41.67312712570996,41.81855827632326,6172100
2010-10-12,41.838382720947266,41.937539958376604,41.62684425501311,41.73261348798019,8707400
2010-10-13,42.03010177612305,42.168923459656995,41.838394200725816,41.93094198974845,10104700
2010-10-14,42.135868072509766,42.17552996687763,41.904496094499464,42.16892049172897,8632700
2010-10-15,42.02347183227539,42.307727075301536,41.739216589249246,42.29450560798206,13265100
2010-10-18,42.2151985168457,42.294524835087294,41.81195240636549,42.10281725441011,10814100
2010-10-19,41.838382720947266,42.08958307315819,41.3161460299122,41.57395837766086,17235400
2010-10-20,42.04331588745117,42.32757121914842,41.686346245419735,41.85822033071355,10206800
2010-10-21,42.30112838745117,42.45317151778395,41.99043013057158,42.21519008883258,11111700
2010-10-22,42.18214797973633,42.38707704290285,42.06976671227782,42.36063409506105,6774800
2010-10-25,42.29450988769531,42.45977698504336,42.20857160229128,42.33417429366732,7794700
2010-10-26,42.20198059082031,42.27469743937826,42.049937417352965,42.208590067171755,7122900
2010-10-27,42.02347183227539,42.10279811445521,41.83176433874854,42.03008382680365,11916100
2010-10-28,42.016883850097656,42.38046556126682,41.98382890402364,42.2680842924395,10116000
2010-10-29,42.135868072509766,42.20197291094817,41.85822220324499,42.06976071233342,9309900
2010-11-01,42.102821350097656,42.36724327720485,41.851620897606594,42.228424098081625,9356000
2010-11-02,42.228424072265625,42.439960100779,42.122654797139724,42.268085974351315,8632100
2010-11-03,42.433345794677734,42.43995274822948,42.01026624573252,42.301133593240976,9322100
2010-11-04,42.810157775878906,42.91592453279822,42.46640446806779,42.51929036826597,11337400
2010-11-05,42.7374267578125,42.86302442480505,42.37384261881346,42.80353158940995,9276500
2010-11-08,42.5258903503418,42.7109859052569,42.37384469110405,42.67793096610394,8484400
2010-11-09,42.512672424316406,42.638275158851805,42.3738507383187,42.618444209920185,9218500
2010-11-10,42.27467727661133,42.532487079170735,42.01025295737844,42.466382260231114,10795400
2010-11-11,42.25486373901367,42.27469721143788,42.030106239938654,42.10943256442033,9109500
2010-11-12,42.08959197998047,42.36723532962123,41.98382272463095,42.10281345211641,12944800
2010-11-15,42.40028762817383,42.76387178490627,42.29451837941652,42.3804566820749,12729400
2010-11-16,41.73922348022461,42.27468164724869,41.415306303499676,42.0763646481893,15651000
2010-11-17,41.68634796142578,41.83839110668161,41.59379765750934,41.73262185251504,7416900
2010-11-18,42.195369720458984,42.30774846688977,41.8450069636855,41.9573882318546,9400100
2010-11-19,42.195369720458984,42.45318215920096,42.076378976156796,42.23503162073417,12889800
2010-11-22,42.05653762817383,42.18874982172058,41.7061774587521,41.97721132074091,11179200
2010-11-23,41.56074905395508,41.81195200131448,41.415317892210716,41.64007789316636,14766500
2010-11-24,41.838382720947266,41.970594892590476,41.600401316336985,41.66650614128987,9591400
2010-11-26,41.53835678100586,41.71837885938416,41.4316773134601,41.67170675129784,4638800
2010-11-29,41.27833938598633,41.345013121457576,40.931630365967905,41.21166565051508,12019300
2010-11-30,41.038291931152344,41.21831399036593,40.83826826872798,40.99161982803462,12633500
2010-12-01,41.61836242675781,41.658368177686704,41.218315091224625,41.45834450992011,15364700
2010-12-02,41.7383918762207,41.92508290304744,41.51836652700611,41.59837551368052,10160400
2010-12-03,41.71171188354492,41.85172820571641,41.491684054327635,41.678372483889625,9882800
2010-12-06,41.471675872802734,41.65836427276011,41.471675872802734,41.54501847091133,8989000
2010-12-07,41.54502868652344,41.83173025320642,41.50502292950744,41.71171552559776,9528800
2010-12-08,41.63837432861328,41.711716947256015,41.43168172547827,41.48502273665095,7871900
2010-12-09,41.37833786010742,41.97840889688675,41.17164528393462,41.625033646002066,12965600
2010-12-10,41.27833938598633,41.55837467053351,41.13165411582162,41.4650278800578,11457300
2010-12-13,41.2449836730957,41.31832627466725,41.04496001463436,41.224982070281214,13672100
2010-12-14,41.85173797607422,41.96508382235789,41.26499950462549,41.35834374119786,13491200
2010-12-15,41.71837615966797,42.11175714768097,41.63169830307149,41.95840558197271,11534100
2010-12-16,41.605037689208984,41.865068761457636,41.36500822453656,41.838398255729714,11141100
2010-12-17,41.69837951660156,41.69837951660156,41.32500008821224,41.50502217635856,15961000
2010-12-20,41.665035247802734,41.7717147021636,41.49167954481706,41.69837210039573,8907000
2010-12-21,41.56503677368164,41.87173999497081,41.525031010428386,41.865073639481786,7908200
2010-12-22,41.35166931152344,41.60503400663382,41.284993053105346,41.55836189746075,8850100
2010-12-23,41.505001068115234,41.645017328763274,41.351649562152424,41.351649562152424,7229500
2010-12-27,41.29166030883789,41.49835288655674,41.21831769921381,41.46501348695373,5163700
2010-12-28,41.371665954589844,41.53835276548138,41.27165539411826,41.37833485135128,6354200
2010-12-29,41.42501449584961,41.631704551179645,41.4116792433381,41.41834559787418,4968700
2010-12-30,41.298343658447266,41.4650305513036,41.27167568860475,41.40502316813771,5770100
2010-12-31,41.23833084106445,41.39835135623335,41.17165711008396,41.2716702499945,4981400
2011-01-03,41.88506317138672,42.12509259481181,41.69170585324551,41.75838210610747,14894800
2011-01-04,42.23844909667969,42.23844909667969,41.83840165204396,42.091766390147725,12346300
2011-01-05,42.2117805480957,42.36513215119862,41.971751067259966,42.27845427346581,11837900
2011-01-06,42.14510726928711,42.3584662577358,41.93841717991231,42.2917925276355,7606000
2011-01-07,41.7383918762207,42.171778762300114,41.71172390962245,42.13844189647243,11084800
2011-01-10,41.445011138916016,41.60503160644871,41.33833167504057,41.53168899813952,9775000
2011-01-11,41.51836013793945,41.571698606367775,41.33833803804491,41.485023277241815,7372800
2011-01-12,41.67170333862305,41.92506800708477,41.5516886295327,41.63836648463993,8312700
2011-01-13,41.945072174072266,41.991744281188566,41.57169277370278,41.71171163849076,9489700
2011-01-14,41.70503234863281,41.98506746498698,41.50500871891609,41.971732217214075,11274700
2011-01-18,41.40500259399414,41.7317098607654,41.34499524064591,41.48501409408437,13944900
2011-01-19,41.71171188354492,41.74504873976112,41.34499883484945,41.37166933719805,9596700
2011-01-20,41.9117431640625,42.07176112029166,41.698384193463916,41.82506528743197,11518600
2011-01-21,41.77839279174805,42.17177386710766,41.6450428004764,42.17177386710766,12932200
2011-01-24,41.485015869140625,41.81838950346432,41.445010117383745,41.71171004221829,11373000
2011-01-25,40.72490692138672,41.091617253159114,40.47820870652927,40.59822336688212,28056700
2011-01-26,40.40489196777344,40.838278800996555,40.40489196777344,40.791606685842005,20262100
2011-01-27,40.45823287963867,40.69826235322411,40.40489186620212,40.431562372920396,11219500
2011-01-28,40.01151657104492,40.67159771870799,40.004850215122616,40.61159034164771,15298800
2011-01-31,39.85149002075195,40.15152684150261,39.79814901108991,40.111521084256076,19056200
2011-02-01,40.42487716674805,40.498219754301914,39.80480216362323,39.80480216362323,14780500
2011-02-02,40.4182243347168,40.511568558359755,40.19153013010989,40.3115448586335,9994200
2011-02-03,40.53824234008789,40.65159072327336,40.39822599330544,40.44489810889959,10078900
2011-02-04,40.564910888671875,40.6649240135105,40.43822980152378,40.63158460960468,9725500
2011-02-07,40.58489990234375,40.664911394762015,40.43821725312087,40.591568798431254,8217000
2011-02-08,40.6315803527832,40.66491975319617,40.50489927890702,40.6315803527832,7867600
2011-02-09,40.59157180786133,40.63157501359764,40.431551354599634,40.62490866045453,8541500
2011-02-10,40.62491989135742,40.718264121799244,40.2848772879599,40.431562532048204,8627500
2011-02-11,40.4715576171875,40.78492708766547,40.34487401491192,40.49822811697592,9630800
2011-02-14,40.4715576171875,40.65824602882875,40.4382207641714,40.46488872052097,8130800
2011-02-15,40.4182243347168,40.47156534447811,40.32488011107383,40.40488908227647,8572800
2011-02-16,40.35154724121094,40.4982324623474,40.338211989885885,40.41155460045412,9426400
2011-02-17,40.53156280517578,40.62490700601084,40.224859704306695,40.25152765923192,7133700
2011-02-18,40.74491882324219,40.81826141683598,40.37153950287312,40.5982336360546,12393000
2011-02-22,40.43822479248047,40.6649189763868,40.304874823693375,40.45822639759484,11050500
2011-02-23,40.264862060546875,40.72491924560168,40.25152681164571,40.51155780662174,12100300
2011-02-24,40.17151641845703,40.33820320857511,40.024831229252776,40.31820160766128,11766700
2011-02-25,40.124420166015625,40.332981961476165,39.93604342588391,40.312796906147334,11863700
2011-02-28,41.33543395996094,41.342163169773016,40.2118971668516,40.3195414258707,20031000
2011-03-01,40.83757781982422,41.37579908322834,40.77029855787281,41.20760477801196,14035300
2011-03-02,40.91157913208008,40.99231167091743,40.608828903388584,40.70301729310569,10264600
2011-03-03,41.07304382324219,41.173961420670054,40.91157874708693,41.12013801765756,7802700
2011-03-04,41.07978439331055,41.234522870105955,40.59538389799148,41.234522870105955,11432700
2011-03-07,40.6357421875,41.10668415442394,40.56846293048141,41.0999575119427,9584000
2011-03-08,40.844303131103516,41.03268249198407,40.59537628610293,40.689564683322544,8881800
2011-03-09,40.6357421875,41.07977501805774,40.58191878188513,40.864486528480725,10082600
2011-03-10,40.104244232177734,40.56845951756726,39.96296165398627,40.46081528183457,14852300
2011-03-11,40.1580810546875,40.27918118890468,39.76787150722041,39.8553332855866,10426600
2011-03-14,39.781314849853516,40.02351504210512,39.640029693412586,40.02351504210512,11775000
2011-03-15,39.34400939941406,39.58620959620505,39.0345325108217,39.55257125030437,16016800
2011-03-16,38.79233169555664,39.40455882037688,38.68468745052587,39.40455882037688,16995600
2011-03-17,39.1085319519043,39.276726220067474,38.95379353316709,39.16235278316727,12456000
2011-03-18,39.40455627441406,39.48528881136063,39.088350202248485,39.3978296323523,14371900
2011-03-21,39.579490661621094,39.80150584095562,39.47184382746886,39.47184382746886,10692700
2011-03-22,39.55256271362305,39.79476285813966,39.49201267749389,39.55928935477485,10151800
2011-03-23,39.50547409057617,39.61984497135106,39.357462299981755,39.50547409057617,9899800
2011-03-24,39.714027404785156,39.747668309560666,39.51219480833564,39.68038906645036,8655800
2011-03-25,39.68039321899414,39.75439911093982,39.45837810959805,39.70057571081897,8077400
2011-03-28,39.85531997680664,39.895684963772034,39.68039647848599,39.68039647848599,8382500
2011-03-29,39.84185791015625,39.902407947599436,39.64675194879034,39.68039028816082,9280300
2011-03-30,39.94950866699219,40.184979647521395,39.8553202747805,39.92259696451993,10736400
2011-03-31,39.86205291748047,40.16480319976231,39.83514121095729,39.83514121095729,9680200
2011-04-01,40.023502349853516,40.12441735366203,39.73420805267635,40.117690713317636,9908000
2011-04-04,40.46755599975586,40.48773849768312,40.003338015894926,40.030249724092435,9415100
2011-04-05,40.23207092285156,40.339715158484594,40.01678245158549,40.19843258042393,10557700
2011-04-06,40.13789367675781,40.29936135823924,40.097526114777025,40.16480538474501,10011200
2011-04-07,40.016780853271484,40.205157616495065,39.86204243113198,40.178248483492354,9232900
2011-04-08,40.003326416015625,40.2186148862844,39.90241138920021,40.18497654401259,7853200
2011-04-11,40.27244186401367,40.48100114448742,40.03024167183917,40.05715337462328,9845800
2011-04-12,40.326255798339844,40.42044674195652,40.13787904398808,40.13787904398808,9208000
2011-04-13,40.097511291503906,40.33298479967925,40.036961254137765,40.1378788385616,10509000
2011-04-14,40.38008499145508,40.44736168011267,40.023513921975734,40.06387890859383,10436200
2011-04-15,40.74337387084961,41.0057564762248,40.353161999770286,40.52808544764738,18608500
2011-04-18,40.67610168457031,41.167228645525235,40.43390152487947,40.669375042997075,20034800
2011-04-19,42.1764030456543,42.29750315070678,41.5776317298067,41.71218768724739,26083100
2011-04-20,43.32011795043945,43.42103554409399,42.50605825862175,42.52624075077625,26732100
2011-04-21,43.104835510253906,43.25957652655876,42.90300286114682,42.92991456541213,11688100
2011-04-25,43.13174819946289,43.19229568578042,42.7280803255893,42.822271292668816,7226900
2011-04-26,43.69687271118164,43.93234881390797,43.10483068230461,43.10483068230461,14500000
2011-04-27,44.11400604248047,44.134188539618314,42.65408057683217,42.68771892754246,23777500
2011-04-28,43.98617172241211,44.22837192633257,43.683424033952896,43.9929009316551,13091400
2011-04-29,44.21491241455078,44.383106691762016,43.99962394503568,44.127448105356464,12100000
2011-05-02,44.54457473754883,44.61185142635296,44.275462849449966,44.34946874699921,15456200
2011-05-03,44.57822036743164,44.71277375928369,44.41002606117513,44.47730275710116,13105500
2011-05-04,44.1812858581543,44.61859214753794,43.979455739665916,44.40330360808681,13408900
2011-05-05,43.737247467041016,44.14091276284411,43.59596487015407,44.033265946425836,14925200
2011-05-06,43.91215896606445,44.06689995720665,43.81124650758249,43.89870568256083,11904600
2011-05-09,44.154354095458984,44.241818393342115,43.777600605751154,43.80451230257047,9003100
2011-05-10,44.2418212890625,44.26873298764325,43.91888603897518,44.14090370260511,9693100
2011-05-11,44.786766052246094,44.901136913846926,44.27545407942649,44.61857179711029,19986100
2011-05-12,45.20389175415039,45.32499182879283,44.282185345322844,44.430197117983774,15622200
2011-05-13,44.8204231262207,45.244270954236576,44.36965845884527,45.13662412833105,11700900
2011-05-16,44.652225494384766,44.93479069207779,44.531125390675925,44.67913719886259,11513200
2011-05-17,44.672401428222656,44.72622482927296,44.309101170456195,44.5580305506523,10784100
2011-05-18,44.73967361450195,44.746402822177124,44.36292011079665,44.517655957154965,9028400
2011-05-19,44.66566467285156,44.75985304233385,44.302364476470814,44.75985304233385,9685100
2011-05-20,44.19473648071289,44.625313483637484,43.91889536137036,44.57149007505122,12367000
2011-05-23,44.10725784301758,44.1947221368034,43.78432776207622,43.858333641642176,12020200
2011-05-24,44.255271911621094,44.55802465279407,44.0668951657613,44.228360214658075,11017700
2011-05-25,44.5984001159668,44.80023019131353,44.45038831431632,44.5984001159668,14767100
2011-05-26,44.45589065551758,44.63911368788073,44.29980755747434,44.51017570155809,12044100
2011-05-27,45.31093215942383,45.446657699404255,44.51695716578817,44.64589513441959,16385700
2011-05-31,45.66382598876953,45.69775350007835,45.46024021131107,45.677395957812784,16473800
2011-06-01,45.11414337158203,45.66381762163934,45.100568227624805,45.48058942001994,11003400
2011-06-02,45.11414337158203,45.3041539677796,44.97841781901202,45.086998261068025,9582900
2011-06-03,44.8494873046875,45.03271553680961,44.65269428115087,44.679834218782524,10364900
2011-06-06,44.82234573364258,44.937708585277605,44.67983259056271,44.700195309146345,8397400
2011-06-07,44.4491081237793,44.97842491885384,44.4491081237793,44.788414292663106,10426800
2011-06-08,44.883419036865234,44.944496838738814,44.23195182215375,44.44231998742691,10020300
2011-06-09,45.317718505859375,45.65702458053925,44.90376468055795,45.01234510960742,14054500
